formula_pretty,avg_atomic_number,avg_electronegativity,valence_electron_count,fraction_transition_metals,nelements,density,volume,nsites,crystal_system,spacegroup_number,point_group,formation_energy_per_atom,energy_above_hull,band_gap
VNi3AsO8,15.69230769,2.850769231,13.69230769,0.307692308,4,4.98065892,286.6808135,26,Monoclinic,12,2/m,-1.699705252,0.005787617,2.6658
NdH3(SeO4)3,13.73684211,2.982631579,12.94736842,0,4,3.934567395,486.3054004,38,Hexagonal,176,6/m,-1.507196758,0,3.042
Al2Co3(SiO4)3,12.25,2.792,14.35,0.15,4,4.350692092,774.0498778,80,Cubic,230,m-3m,-2.687084381,0.049830386,2.9748
K4Ni7(AsO4)6,16.14634146,2.738780488,13.36585366,0.170731707,4,4.274251323,544.193633,41,Monoclinic,8,m,-1.698341688,0.013759189,2.5952
TaTl3Se4,56.5,2.07,13.5,0.125,3,7.2892569,252.8508832,8,Cubic,217,-43m,-0.714410679,0,2.2527
GdInO3,27.4,2.66,12.8,0,3,7.783289466,273.140261,20,Orthorhombic,62,mmm,-2.895804029,0.052235792,2.5213
TiP2H4O9,8,2.855,11.375,0.0625,4,2.652628238,645.6311589,64,Monoclinic,14,2/m,-2.331133613,0,2.9959
K2Te,30,1.246666667,6,0,2,2.495220889,136.9551271,3,Cubic,225,m-3m,-1.222004716,0,2.141
K2CrMo6H23O32,9.265625,2.7646875,9.046875,0.109375,5,2.711361091,1520.064993,128,Triclinic,2,-1,-1.617692665,0.023220667,3.1246
Li2Mn2C2O7,9.538461538,2.633846154,12,0.153846154,4,2.801353347,615.9408887,52,Monoclinic,14,2/m,-2.019777195,0.104574506,2.3358
H16PdC4(N5O)2,5.212121212,2.572121212,8,0.03030303,5,1.869781867,1217.239479,132,Orthorhombic,61,mmm,-0.477172768,0.02984007,2.9193
LiFe(GeO3)2,14.1,2.747,13.3,0.1,4,4.360902892,463.1219785,40,Monoclinic,14,2/m,-2.071417922,0.022486255,2.7654
ReBi9O17,35.48148148,2.90962963,15.33333333,0.037037037,3,7.907317761,1964.779901,108,Monoclinic,14,2/m,-1.749725091,0.0071189,2.1502
ErSCl,33.66666667,2.326666667,12,0,3,4.758495657,163.856987,6,Orthorhombic,59,mmm,-2.457800981,0,2.9329
Li2V3(P2O7)2,10.73913043,2.772608696,13.08695652,0.130434783,4,3.274492875,521.9141151,46,Triclinic,2,-1,-2.608009694,0.047080214,3.0925
NiH12(NO6)2,5.555555556,2.802592593,9.037037037,0.037037037,4,1.952525328,494.6171521,54,Triclinic,2,-1,-1.160228573,0,3.1523
NaTi2(PO4)3,10.88888889,2.881111111,13.66666667,0.111111111,4,2.854649566,939.1785744,72,Triclinic,1,1,-2.981852459,0.038268204,2.5675
Li2MnSiO4,9.625,2.39625,10.875,0.125,4,3.050189303,350.3860668,32,Orthorhombic,31,mm2,-2.690084414,0,2.1766
BaMnV2(AgO4)2,20.35714286,2.648571429,12.07142857,0.357142857,5,5.155193961,410.934711,28,Trigonal,147,-3,-2.123178457,0.021243511,2.3708
Na4ReN3,17.5,1.8425,7,0.125,3,4.072608588,261.1012791,16,Monoclinic,9,m,-0.404659592,0,2.4384
KNO3,10,2.836,12.8,0,3,1.874895034,179.0882269,10,Triclinic,1,1,-1.410374209,0.011764388,3.0629
Ba2Tl(HO)7,15.05882353,2.522352941,8,0,4,4.727787948,420.1328948,34,Monoclinic,15,2/m,-1.722333901,0,2.4953
Cs2Sn(H2N)6,10.19047619,2.294285714,5.619047619,0,4,3.101428677,257.3487208,21,Trigonal,147,-3,-0.390221833,0,2.5332
MgCoP2O7,11.36363636,2.877272727,13.90909091,0.090909091,4,3.505225165,121.8352429,11,Monoclinic,5,2,-2.590940203,0.033633565,3.0579
TlI,67,2.14,15,0,2,6.857624065,160.4393239,4,Orthorhombic,63,mmm,-0.865348392,0.000796222,2.1452
LiCoPO4,11,2.687142857,12.71428571,0.142857143,4,2.815924321,379.3998711,28,Monoclinic,15,2/m,-2.337439329,0.06665062,2.8319
Tb2Zr2O7,24.18181818,2.630909091,11.45454545,0.181818182,3,6.77578873,600.2187955,44,Tetragonal,138,4/mmm,-3.840083112,0.050154334,2.6497
CsSnF3,26.4,2.938,13.2,0,3,4.352363781,117.742929,5,Triclinic,1,1,-2.75267909,0.02647563,3.099
K6Mo10O33,16.28571429,2.857959184,12.12244898,0.204081633,3,3.558096534,1607.263001,98,Triclinic,1,1,-2.073007345,0.01282412,3.0507
SrMo4H4O15,13.75,2.91625,11.25,0.166666667,4,3.964716058,2397.052831,192,Orthorhombic,60,mmm,-1.936615051,0.011924919,2.7437
Ag3CS(NO2)3,16.57142857,2.905714286,14.57142857,0.214285714,5,4.069415547,412.7026511,28,Triclinic,2,-1,-0.450806098,0.556512447,2.103
Li2Cr2H4O9,7.647058824,2.649411765,9.529411765,0.117647059,4,2.293075955,385.1056627,34,Monoclinic,15,2/m,-1.668500023,0.009942775,2.6274
K2SrTi10O22,13.48571429,2.676285714,11.31428571,0.285714286,4,3.647876426,453.6017167,35,Monoclinic,8,m,-3.411967057,0.005957928,2.6409
CsSmO2,33.25,2.21,9,0,3,6.686149632,156.5949419,8,Hexagonal,194,6/mmm,-2.890176996,0,2.9281
Rb6Si2O7,20.4,2.186666667,9.733333333,0,3,3.947097161,572.9695622,30,Monoclinic,14,2/m,-2.426575228,0,3.139
LiFeSiO4,10.71428571,2.638571429,12.42857143,0.142857143,4,2.498839891,1234.970796,84,Monoclinic,3,2,-2.471957489,0.076518776,2.7333
Bi2I4O13,25.36842105,3.126315789,16.10526316,0,3,6.334366205,1188.651663,76,Orthorhombic,19,222,-1.087474555,0,3.0737
GdSbMo2O9,20.84615385,2.963846154,13.38461538,0.153846154,4,4.719018743,865.4679757,52,Monoclinic,15,2/m,-2.365726499,0.015374925,2.7112
KZrVF7,14.5,3.164,12.9,0.2,4,3.442460167,606.3439878,40,Orthorhombic,52,mmm,-3.569601635,0,2.4489
BaO,32,2.165,9,0,2,5.927750027,687.2205501,32,Orthorhombic,63,mmm,-2.812731088,0.010911619,2.3834
NaYMnWO6,19.7,2.67,11.3,0.3,5,5.964296995,248.7176921,20,Monoclinic,4,2,-2.673562475,0,2.7564
BH(PbO2)2,25.25,2.8325,13.25,0,4,6.186756877,263.1503814,16,Monoclinic,12,2/m,-1.909998543,0,3.0854
Er2Ti2O7,21.45454545,2.694545455,11.45454545,0.181818182,3,7.125983581,252.7156133,22,Cubic,227,m-3m,-3.779598183,0.013926795,2.6986
Tm2S3,37.2,2.048,10.8,0,2,5.802770891,745.2776749,30,Hexagonal,185,6mm,-2.328339994,0.05271652,2.4261
Li2MnNi(PO4)2,10.92857143,2.665714286,12.64285714,0.142857143,5,3.524626027,299.1230085,28,Monoclinic,11,2/m,-2.494743773,0.004494668,3.0503
Ca3ScCoO6,14.18181818,2.443636364,10.36363636,0.181818182,4,4.074070531,260.9532375,22,Trigonal,167,-3m,-3.023198859,0,2.6504
Fe2H6(SO5)3,8.692307692,2.930769231,11.92307692,0.076923077,4,2.555600238,1179.774405,104,Monoclinic,14,2/m,-1.640521744,0,2.1469
Cs2LiNbS4,27.25,1.81,9,0.125,4,3.169185941,517.5907133,16,Triclinic,2,-1,-1.491994384,0,2.4582
SmBiW2O9,28.07692308,2.99,13.38461538,0.153846154,4,7.582166362,763.0296494,52,Orthorhombic,62,mmm,-2.474325542,0.007937407,2.6689
Sn2P2O9,15.53846154,3.02,15.53846154,0,3,3.862445044,762.4394591,52,Orthorhombic,62,mmm,-2.370863385,0.058972151,2.2357
GdGa3(BO3)4,13.65,2.8035,14.3,0,4,4.994701336,200.0265668,20,Trigonal,155,32,-2.775825205,0.012493487,2.6825
Li3Co(NO2)6,7.909090909,2.924545455,13.36363636,0.045454545,4,2.509402822,235.4352408,22,Trigonal,166,-3m,-1.057309587,0.110765027,2.4359
Mn4OF6,14.72727273,3.047272727,13.27272727,0.363636364,3,4.17707298,278.0704363,22,Tetragonal,137,4/mmm,-2.765324941,0.031751749,2.3017
CsClO2,22,2.7075,12.5,0,3,3.350723327,198.5846109,8,Orthorhombic,63,mmm,-1.038405012,0.353571397,2.3389
NaZr3Nb(PO4)6,12.97142857,2.920571429,14.05714286,0.114285714,5,3.005678884,1590.105064,105,Trigonal,143,3,-3.103795832,0.003874798,2.6834
AuC2,30.33333333,2.546666667,13,0.333333333,2,4.240266569,86.54152983,3,Hexagonal,191,6/mmm,1.543402632,1.543402632,2.8504
Cs2YbH4,26.28571429,1.64,1.285714286,0,3,4.80666998,153.0007195,7,Tetragonal,139,4/mmm,-0.309177156,0.175049434,2.9142
ErBiO3,35,2.716,13.2,0,3,8.92571619,157.8502147,10,Trigonal,161,3m,-2.818545104,0.030865552,3.1136
CaS,18,1.79,9,0,2,2.581034201,46.41405753,2,Cubic,225,m-3m,-2.436088926,0,2.3819
RbTi2(PO4)3,12.33333333,2.875,13.66666667,0.111111111,4,3.179821727,486.8220326,36,Trigonal,148,-3,-3.024244806,0.000920279,2.6286
K2UMo(IO6)2,20.77777778,2.876666667,13.16666667,0.055555556,5,4.326345856,1317.220753,72,Monoclinic,14,2/m,-2.008158813,0,2.2171
La16Mg2Ga14O47,22.10126582,2.623291139,12.48101266,0.202531646,4,6.796305276,977.1211198,79,Triclinic,1,1,-3.116086801,0.066032545,2.7937
Sr2CaMoO6,18.6,2.57,10.8,0.1,4,4.640426535,145.7326899,10,Cubic,225,m-3m,-2.846689875,0.072804245,2.2564
Ba2Nb2TeO10,21.73333333,2.765333333,12.66666667,0.133333333,4,5.265263447,943.6824036,60,Orthorhombic,61,mmm,-2.859010752,0,3.0541
Sn2(SO4)3,14.35294118,3.114117647,15.76470588,0,3,3.427059133,1018.707004,68,Monoclinic,14,2/m,-1.83233981,0.007400848,2.368
LiMnAlO3,10.83333333,2.41,11.5,0.166666667,4,3.280461656,277.1065546,24,Triclinic,2,-1,-2.642455379,0.099696833,2.3003
Li4P2O7,7.538461538,2.490769231,11.23076923,0,3,2.313823073,289.5146958,26,Triclinic,2,-1,-2.200836768,0.542685835,2.8619
Rb3FeO3,23,2.087142857,8.428571429,0.142857143,3,4.011188367,596.5349898,28,Monoclinic,14,2/m,-1.535039363,0.052271821,2.2652
Rb2NaInCl6,23.6,2.331,11.8,0,4,2.902616343,298.3194722,10,Cubic,225,m-3m,-1.983141001,0,3.0533
Na5ZrNb3(SiO4)6,12.66666667,2.685641026,12.61538462,0.102564103,5,3.173028321,1628.691037,117,Triclinic,1,1,-3.038459391,0.033287079,2.8926
La6S3(OF4)2,25.15789474,2.792631579,12.31578947,0.315789474,4,5.590775946,661.5179409,38,Monoclinic,6,m,-3.909956283,0,2.6035
Nb2Zn(PbO3)3,28.66666667,2.853333333,13.86666667,0.2,4,7.865421381,214.6691458,15,Triclinic,1,1,-2.263213025,0.040877415,2.4369
RbGeCl3,24,2.462,13.2,0,3,2.777474782,632.45572,20,Orthorhombic,33,mm2,-1.672444438,0.018935774,2.5704
CaHfTiSnO6,21.2,2.644,12,0.2,5,6.150591962,129.8987311,10,Cubic,216,-43m,-3.145945215,0.163982157,2.3192
BaCa2Y6O12,20.28571429,2.451904762,10.28571429,0.285714286,4,4.975655888,314.6801992,21,Hexagonal,174,-6,-3.682639884,0.04468179,2.8906
Zr7N2O11,19.1,2.6615,11.7,0.35,3,5.742674021,487.2741746,40,Triclinic,1,1,-3.401624915,0.04842666,3.1524
MnH4(OF2)2,7.363636364,3.013636364,10.09090909,0.090909091,4,2.113844163,524.6314562,44,Monoclinic,15,2/m,-1.864315113,0.015729165,2.5561
FeAs2H3OF13,11,3.3985,13.9,0.05,5,2.815648233,1112.725321,80,Orthorhombic,62,mmm,-2.238866881,0.026205049,2.5409
Ca2Ta2MnO8,21.15384615,2.620769231,11.46153846,0.230769231,4,6.111158862,679.2898304,52,Monoclinic,15,-1,-3.194904537,0.065275412,2.9295
KGaS2,20.5,1.9475,11.5,0,3,2.876761942,798.6545876,32,Monoclinic,15,2/m,-1.292719006,0,2.9211
ZnBi6P2O15,28.25,2.90625,15.5,0.041666667,4,7.564684615,711.7588536,48,Monoclinic,5,2,-2.056785871,0,2.7511
Rb2UCr2O10,19.6,2.716,11.8,0.133333333,4,4.196962882,1065.018658,60,Triclinic,2,-1,-2.385986438,0,2.1255
Li2CrO4,8.857142857,2.482857143,10.28571429,0.142857143,3,2.331474228,740.0079181,56,Monoclinic,7,m,-1.990143465,0.098130707,2.488
VOF,13.33333333,3.016666667,12.66666667,0.333333333,3,4.623855569,61.7257906,6,Trigonal,166,-3m,-2.78178669,0.070587891,2.7884
Li6FeO4F,7.083333333,2.120833333,7.916666667,0.083333333,4,2.635811251,227.4106082,24,Monoclinic,4,2,-2.135285933,0.093861836,2.7581
NaBi(MoO4)2,20.16666667,2.899166667,13,0.166666667,4,5.540394653,165.3963033,12,Tetragonal,82,-4,-1.997930923,0,2.8545
Cr2NiO4,15.42857143,2.712857143,12.28571429,0.428571429,3,5.191907646,145.0011576,14,Orthorhombic,46,mm2,-2.040819161,0.001931231,2.7948
Lu2Ti2O7,22,2.7,11.45454545,0.181818182,3,7.313164175,253.2481163,22,Cubic,227,m-3m,-3.782793325,0.023670762,2.508
PbI2,62.66666667,2.55,16,0,2,5.724891274,133.7184095,3,Trigonal,164,-3m,-0.920223402,0.00164313,2.3703
BaSrI4,51,2.08,12,0,3,4.432009672,548.939507,12,Monoclinic,15,2/m,-1.964422415,0.041528912,2.9315
Cs3Mo2BrO7,26.15384615,2.594615385,11.07692308,0.153846154,4,3.996888621,650.1884636,26,Hexagonal,194,6/mmm,-2.126652913,0.004129157,2.8825
Ba4Y2O7,27.53846154,2.313846154,9.692307692,0.153846154,3,5.164103544,1618.926566,78,Monoclinic,14,2/m,-3.166927112,0.09867401,2.9327
NaLaTiO4,17.42857143,2.475714286,10.28571429,0.285714286,4,4.795747223,189.580012,14,Tetragonal,129,4/mmm,-3.372114857,0.0090452,2.4215
Sr2CuClO2,23,2.306666667,10.66666667,0.166666667,4,3.886109051,392.5673396,18,Trigonal,152,32,-2.505375169,0,2.3843
LiCr(MoO4)2,14.58333333,2.873333333,12.25,0.25,4,3.7634112,334.2885428,24,Triclinic,2,-1,-2.129827417,0.016150374,2.76
Li2Co3(P2O7)2,11.26086957,2.805217391,13.60869565,0.130434783,4,3.559046709,251.2789699,23,Triclinic,2,-1,-2.34784015,0.049400033,2.9177
La2Ti3O9,18,2.698571429,11.57142857,0.357142857,3,4.27924538,877.6123497,56,Orthorhombic,62,mmm,-3.637919208,0.086957258,2.6733
K2NaSbBr6,31,2.238,12,0,4,3.145589491,370.7773824,10,Cubic,225,m-3m,-1.548959674,0.028807363,2.5456
SrCaMg14O16,11.0625,2.3540625,9,0,4,3.553957891,338.2598339,32,Tetragonal,123,4/mmm,-2.945842986,0.11153022,2.827
Cs3Cu2I5,48.8,1.947,11,0.2,3,4.419372853,1743.934745,40,Orthorhombic,62,mmm,-1.199703302,0,2.4429
Ca3Ga2Si(SnO6)2,16.6,2.686,13.3,0,5,4.739212323,1005.148116,80,Tetragonal,142,4/mmm,-2.812846453,0,3.0924
Sm2TiO5,23.25,2.635,11.25,0.125,3,6.348683146,448.3956493,32,Orthorhombic,62,mmm,-3.752882213,0.070355144,3.0845
RbMo3(PO7)2,15.25,2.992,13.65,0.15,4,3.616721185,605.3394802,40,Monoclinic,11,2/m,-2.290742746,0.005924347,2.1328
BaLiCoF6,15.55555556,3.07,12.66666667,0.111111111,4,4.233842244,497.6180373,36,Monoclinic,14,2/m,-3.031501659,0.040099868,2.2844
Be2SiO4,7.714285714,2.685714286,11.71428571,0,3,2.177818451,503.727238,42,Triclinic,2,-1,-2.492196347,0.68442701,2.7645
BaCaSmNbO6,22.7,2.53,10.8,0.1,5,5.681844139,603.991952,40,Orthorhombic,16,222,-3.382709786,0.068162671,2.9882
RbNaS,21.33333333,1.443333333,6,0,3,2.800634459,166.6359673,6,Tetragonal,129,4/mmm,-1.212117724,0,2.2945
BaLaBr5,41.14285714,2.398571429,12.85714286,0.142857143,3,4.140181333,542.0600141,14,Monoclinic,11,2/m,-2.44594314,0.044674292,2.888
Cs2AlTlBr6,41.4,2.257,13,0,4,4.260817102,380.6035288,10,Cubic,225,m-3m,-1.670507063,0.057970393,2.9426
Rb4Sb2O5,26.36363636,2.234545455,10.36363636,0,3,4.305696419,1026.45704,44,Orthorhombic,62,mmm,-1.827762938,0,2.4371
HgH12C2(Br2N3)2,11.44,2.5432,8.4,0.04,5,2.824236375,753.015993,50,Monoclinic,15,2/m,-0.568627636,0.002183514,2.9079
Al2Cd3(GeO4)3,18.1,2.78,14.8,0.15,4,5.786543669,919.5628086,80,Cubic,230,m-3m,-2.271887526,0,2.9874
InHSeO4,16.57142857,2.898571429,13.42857143,0,4,4.601266948,373.5668309,28,Orthorhombic,33,mm2,-1.408845636,0.121245995,2.9993
NaTbS2,27,1.7975,9,0,3,4.495923922,90.87509928,4,Trigonal,166,-3m,-2.131943001,0,2.2791
Cs2LaCuCl6,29.8,2.354,11.8,0.2,4,3.630554552,311.4660579,10,Cubic,225,m-3m,-2.047499777,0.052583874,2.1808
MgNi(GeO3)2,15.2,2.788,13.6,0.1,4,4.794273831,449.2617591,40,Monoclinic,15,2/m,-2.170008755,0.018148756,2.6069
SnH8C2I3N,15.73333333,2.378666667,7.733333333,0,5,3.071959326,1179.506527,60,Orthorhombic,33,mm2,-0.405507539,0.056512636,2.8421
LiGd6B3O14,21.41666667,2.6025,11.75,0,4,6.585626369,1217.225129,96,Monoclinic,14,2/m,-3.53867903,0.008145956,2.914
SrCaV(PO4)2,13.46153846,2.729230769,12.84615385,0.076923077,5,3.524037815,347.3544918,26,Triclinic,2,-1,-3.056483598,0.02787749,2.6569
AgH3CN2,10,2.451428571,8.285714286,0.142857143,4,2.529796589,396.240732,28,Orthorhombic,57,mmm,-0.116706776,0.172822412,3.0167
ZnAs2WO7,20.54545455,2.95,14.54545455,0.181818182,4,5.015619038,676.8309825,44,Monoclinic,14,2/m,-1.710767309,0.166726669,2.7645
Li3Bi(BO3)2,12.5,2.473333333,11.66666667,0,4,4.06934797,283.5380389,24,Triclinic,2,-1,-2.419378119,0.046347702,2.9051
LaTaTiO6,22.22222222,2.753333333,12,0.333333333,4,6.799249245,453.0028251,36,Orthorhombic,33,mm2,-3.653947938,0,2.9188
Rb3Sc2Br9,33.42857143,2.272857143,11.57142857,0.142857143,3,3.680588682,961.3806562,28,Hexagonal,194,6/mmm,-2.129338506,0,2.9297
TlV2SbO8,20.16666667,2.870833333,13.83333333,0.166666667,4,4.9451786,746.8247335,48,Orthorhombic,62,mmm,-2.073954743,0,2.772
KVH6SO9,7.555555556,2.732777778,9.555555556,0.055555556,5,2.283989977,395.7204684,36,Monoclinic,4,2,-1.717427502,0.02234836,2.93
Ge2C2(SeF2)3,17.84615385,3.126923077,15.84615385,0,4,3.108648516,1111.435561,52,Cubic,227,m-3m,-1.353944768,0.267379519,2.424
MgV2Pb(OF4)2,16.28571429,3.258571429,13.85714286,0.142857143,5,3.541116971,242.6126526,14,Triclinic,2,-1,-2.972085405,0.057406434,2.9102
K2NaGdCl6,21.5,2.273,10.8,0,4,2.492903903,313.8389071,10,Cubic,225,m-3m,-2.293374322,0.039368113,3.1345
NaInH6(SeO4)2,11,2.696111111,10,0,5,2.516195623,567.2459486,36,Triclinic,2,-1,-0.756489469,0.674599374,2.4287
Mg30BiBO32,11,2.3975,9.375,0,4,3.779377105,641.883125,64,Tetragonal,123,4/mmm,-2.811879051,0.175747645,2.1736
CsCd(NO2)3,15.63636364,2.930909091,14,0.090909091,4,3.653890894,174.2086342,11,Trigonal,146,3,-1.034013515,0.0806658,2.4366
Cs3AlO3,28.85714286,2.042857143,9.142857143,0,3,4.739210838,663.9002967,28,Monoclinic,14,2/m,-2.156945058,0,2.2572
LiTa3O8,23.83333333,2.75,12,0.25,3,7.940262116,1133.947355,96,Orthorhombic,59,mmm,-3.23724666,0.017147987,2.4979
C12SeF10,8.52173913,3.17173913,15.39130435,0,3,2.055571791,667.3791826,46,Monoclinic,4,2,-0.73986257,0.295010042,2.862
Na2GdCl5,21.375,2.3575,11.25,0,3,3.343202722,755.9530168,32,Orthorhombic,62,mmm,-2.265676057,0.008988946,2.6084
KBiH10C4O13,8.275862069,2.750344828,10,0,5,2.736996666,623.9231059,58,Orthorhombic,43,mm2,-1.465793922,0.039919067,3.0464
TiZnAs2O7,15.81818182,2.875454545,14.36363636,0.181818182,4,3.818077153,652.5725772,44,Monoclinic,14,2/m,-2.133503184,0.065892425,2.7884
Li4Mn3Cr(PO4)4,10.67857143,2.643928571,12.39285714,0.142857143,5,3.319022299,312.4232397,28,Monoclinic,6,m,-2.614669217,0.003249877,2.4584
LiMgCr7(SO4)12,11,3.043333333,14.56521739,0.101449275,5,2.914707106,881.8946122,69,Triclinic,1,1,-2.059821593,0.004807484,2.7801
SmPaO4,30.83333333,2.738333333,11.66666667,0,3,9.248965922,159.9299381,12,Tetragonal,141,4/mmm,-4.139033795,0,2.7582
TlHgCl3,42.4,2.62,15.2,0.2,3,5.971967872,568.7152231,20,Orthorhombic,62,mmm,-1.142195097,0,2.671
CaTi2O5,13,2.66,11.25,0.25,3,3.484595944,205.6819678,16,Orthorhombic,59,mmm,-3.543918041,0.003020263,2.9078
TaZnP(SO6)2,14.47058824,3.045882353,15.05882353,0.117647059,5,3.575528639,1486.471574,102,Monoclinic,9,m,-2.293344614,0.032898527,2.6967
Tm2ZnS4,33.14285714,2.067142857,11.71428571,0.142857143,3,5.477800359,644.5204961,28,Orthorhombic,62,mmm,-1.965646148,0.010165177,2.3802
NaNbSe2O7,16,2.882727273,13.63636364,0.090909091,4,3.83197762,334.3734634,22,Orthorhombic,36,mm2,-1.978948422,0,2.9067
Na2FeSn(PO4)3,12.57894737,2.815789474,13.73684211,0.052631579,5,3.35218601,1001.516246,76,Triclinic,1,1,-2.477573166,0.012750807,2.2989
S5N6,11.09090909,2.830909091,15.45454545,0,2,1.845999977,439.6294325,22,Monoclinic,15,2/m,0.450197349,0.450197349,2.2957
CsP2H3N,13.57142857,2.115714286,7,0,4,2.387870373,589.3801045,28,Monoclinic,14,2/m,-0.412028637,0.023213149,2.1081
MnTe6O13,22.05,2.9435,15.55,0.05,3,5.858709001,583.0344715,40,Trigonal,148,-3,-1.564019508,0.008878837,2.3901
Y2Si3N4O3,14.33333333,2.551666667,13,0.166666667,4,4.198495319,289.5856798,24,Tetragonal,113,-42m,-2.363416295,0.041531872,3.0246
Nd2Zr2O7,23.27272727,2.638181818,11.45454545,0.181818182,3,6.240995839,310.1986958,22,Orthorhombic,51,mmm,-3.60936956,0.23298688,2.5674
Si2O5,9.714285714,3,15.42857143,0,2,2.332830695,193.8522878,14,Orthorhombic,46,mm2,-2.227385364,0.577898645,3.0491
Nd2Th8O19,34.20689655,2.691034483,11.51724138,0,3,9.134878067,445.1389473,29,Tetragonal,115,-42m,-4.241046604,0.025667219,2.9542
AlCuBr4,30.33333333,2.558333333,15.33333333,0.166666667,3,3.906628515,348.6686108,12,Tetragonal,112,-42m,-1.21354816,0,2.1451
LiLa3MnO7,21.25,2.4925,10.75,0.333333333,4,6.47703638,605.6472706,48,Monoclinic,14,2/m,-3.20558552,0.048270138,2.3029
MgTi4O9,12.28571429,2.745,11.57142857,0.285714286,3,3.361041415,355.4899098,28,Tetragonal,85,4/m,-3.297616217,0.161575635,2.5453
KDyS2,29.25,1.8,9,0,3,4.278476684,103.1330204,4,Trigonal,166,-3m,-2.171577769,0,2.3337
HfSO6,17,3.065,14.5,0.125,3,4.636316243,439.1767506,32,Orthorhombic,62,mmm,-2.258224399,0.039613862,2.8728
Sr3YRhO6,22.36363636,2.453636364,10.36363636,0.181818182,4,5.666750031,322.7265387,22,Trigonal,167,-3m,-2.912882953,0,2.1512
RbTi3NbO9,15.42857143,2.714285714,11.57142857,0.285714286,4,4.112769917,376.2724583,28,Orthorhombic,31,mm2,-3.269866175,0.007985449,2.3867
Li6MnFe5(BO3)6,9.638888889,2.520555556,11.63888889,0.166666667,5,3.273972535,369.5740976,36,Monoclinic,8,m,-2.356801046,0.005809404,2.932
Na6Mn2V4O15,12.14814815,2.474074074,10.37037037,0.222222222,4,3.032081399,757.4874706,54,Monoclinic,13,2/m,-2.287313549,0.027613514,2.3606
TiO2,12.66666667,2.806666667,12,0.333333333,2,3.819763263,277.7560218,24,Hexagonal,186,6mm,-3.390097016,0.117958436,2.3165
Ba3LaBr9,41.53846154,2.339230769,12.46153846,0.076923077,3,4.382905958,1924.679149,52,Monoclinic,7,m,-2.526689625,0.005512194,3.0509
ThTe2WO9,26.15384615,2.986153846,14.23076923,0.076923077,4,7.138922937,1516.710581,104,Tetragonal,88,4/m,-2.367260937,0.014013665,3.1343
PrSBr,36.66666667,2.223333333,12,0,3,4.792376501,350.4829441,12,Monoclinic,14,2/m,-2.354078836,0,2.8424
ScTiP(SO6)2,10.94117647,3.031176471,14.47058824,0.117647059,5,2.534729904,1493.345214,102,Monoclinic,9,m,-2.667110494,0.027015636,2.142
Li2CrO4,8.857142857,2.482857143,10.28571429,0.142857143,3,2.487465071,520.2010903,42,Trigonal,148,-3,-2.088274172,0,2.9665
RbNb3(TeO6)2,20,2.838888889,13.33333333,0.166666667,4,4.818111371,1118.552605,72,Orthorhombic,57,mmm,-2.496477532,0,2.4033
Li3Al(FeO3)2,10.16666667,2.404166667,10.66666667,0.166666667,4,3.391857133,250.159525,24,Triclinic,2,-1,-2.281375065,0.047563912,2.1557
SrSiN2,16.5,2.2325,11.5,0,3,4.319291961,221.0092304,16,Monoclinic,14,2/m,-1.409512321,0,2.9715
Ta2H15N6Cl7,10.73333333,2.545333333,7.8,0.066666667,4,2.797201245,842.0542368,60,Orthorhombic,63,mmm,-0.872422985,0.091305899,2.2225
K3UO2F5,19.09090909,2.783636364,11.18181818,0,4,4.276179731,749.1755063,44,Tetragonal,88,4/m,-3.407082027,0,2.7139
K2RbPrI6,45.2,1.955,10.8,0,4,3.079461148,574.818997,10,Cubic,225,m-3m,-1.58606066,0.123616525,3.1256
Na7CaTa3(SiO4)6,14.43902439,2.584634146,12,0.073170732,5,3.918565452,1648.029792,123,Trigonal,143,3,-3.006544282,0.048461214,2.7785
Ca5Al11TlSi13O48,11.41025641,2.745512821,14.30769231,0,5,1.61025197,1891.947913,78,Triclinic,1,1,-3.215754749,0.153284538,2.5951
Pb3WO6,36.8,2.999,14.4,0.1,3,7.961159372,752.0866187,40,Monoclinic,14,2/m,-1.777760717,0.042712643,2.3694
Rb2Mo(OF2)2,18.66666667,2.955555556,12,0.111111111,4,3.872005622,321.5299981,18,Monoclinic,15,2/m,-2.57199654,0.122294023,2.28
Ba3La3Ti4NbO18,21.10344828,2.60862069,11.17241379,0.275862069,5,6.028500338,385.9196115,29,Trigonal,160,3m,-3.539705683,0.066113689,2.4083
MgCoSiO4,12.14285714,2.692857143,12.71428571,0.142857143,4,3.85495338,302.0818473,28,Orthorhombic,62,mmm,-2.633381303,0.037882878,2.5985
BaSmFeSnO6,24.2,2.649,12.3,0.1,5,6.948231998,133.4118769,10,Cubic,216,-43m,-2.532077729,0.163558222,2.1069
KRb2TlCl6,27.6,2.304,11.8,0,4,2.962873302,351.4772295,10,Cubic,225,m-3m,-1.810011364,0.036305611,2.416
KY(TeO3)2,21,2.688,13.2,0.1,4,4.312778366,738.021912,40,Orthorhombic,62,mmm,-2.305556997,0,3.1251
NaNbO3,15.2,2.57,10.8,0.2,3,4.512102215,482.5297953,40,Orthorhombic,29,mm2,-2.843007566,0.001815199,2.4098
Fe(AsO2)2,17.71428571,2.85,14.57142857,0.142857143,3,4.17487108,429.0659979,28,Tetragonal,135,4/mmm,-1.498804978,0.097801601,2.5252
